,CUST_ID,ACCT_ID
622,23114588,1477093275
623,23114588,9187520381
624,44398089,1003163623
625,44398089,2058645582
626,44398089,5423140016
627,44398089,9907732818
628,44398089,7109818806
629,44398089,8331356924
630,49260578,4202423490
631,49260578,3421403209
632,49260578,1570589037
633,49260578,1258208272
634,49260578,4346050749
635,49260578,5828881213
636,74046288,7633723746
637,74046288,4271738195
638,74046288,1528208965
639,37033729,8304605227
640,37033729,5159219339
641,37033729,9106857215
642,93359052,4440653810
643,75123185,5776049568
644,75123185,9901272708
645,75123185,5821419117
646,75123185,1249880020
647,75123185,7665546427
648,91889532,1409826977
649,91889532,4874171145
650,91889532,9337574540
651,91889532,9896916146
652,91889532,1257293333
653,34108078,3132070532
654,34108078,6491983716
655,34108078,4503448140
656,39592356,2939241411
657,39592356,2559876517
658,39592356,4776396307
659,39592356,3194489875
660,39592356,2199065269
661,90226939,3110534372
662,90226939,7386511022
663,75864861,7007759974
664,75864861,6929076777
665,75864861,6836225645
666,75864861,5838786804
667,75864861,3428827188
668,75864861,1678402138
669,42831650,7246606965
670,19605320,2479015761
671,77543043,8708033032
672,77543043,5033211689
673,77543043,4236169608
674,77543043,7974218989
675,77543043,6565183388
676,71698836,3028332675
677,71698836,4081140006
678,71698836,4238818638
679,71698836,8952312078
680,71698836,6591057681
681,71698836,9184745501
682,55387109,7016577706
683,55387109,4678512373
684,55387109,4852746030
685,55387109,1871970335
686,96937834,9823556488
687,96937834,4645349519
688,96937834,8775226290
689,96937834,1048238588
690,96937834,1268735005
691,77321450,5075956708
692,77321450,6803290950
693,77321450,2194168625
694,77321450,7559043862
695,77321450,5335776183
696,77321450,4200705592
697,54810946,8505106208
698,54810946,4231637873
699,54810946,6023894372
700,54810946,3696314708
701,26973721,4699587139
702,26973721,9598205700
703,26973721,9690822216
704,26973721,7469332052
705,26973721,1429419704
706,26973721,7051135036
707,47524271,4894589117
708,47524271,6597621389
709,66719204,1905798081
710,66719204,5735943875
711,66719204,8657750317
712,66719204,1724611247
713,99928518,1961714297
714,99928518,1494928325
715,33066696,8711427076
716,36783364,8913331169
717,36783364,5566283280
718,36783364,9400008530
719,36783364,4547999380
720,36783364,8967375573
721,36783364,3603792820
722,36783364,5054388121
723,36783364,9275647964
724,36783364,7724670335
725,95243709,9701736949
726,95243709,2470887086
727,32530638,6691703617
728,32530638,8297062970
729,22160183,1483006604
730,22160183,2496814517
731,26053307,6426345899
732,26053307,3500981295
733,26053307,2001103791
734,26053307,1532874929
735,26053307,6866414004
736,30236074,5756104834
737,30236074,9371621094
738,30236074,6806996518
739,30236074,9292260456
740,30236074,2516739188
741,30236074,2793287419
742,30236074,1427843069
743,45637604,9644505296
744,45637604,6979760710
745,45637604,9554238849
746,45637604,6937502494
747,93151901,6336612641
748,93151901,1185923682
749,93151901,1295694787
750,93151901,9629530027
751,93151901,6588597523
752,93151901,4374995066
753,93151901,2918081627
754,50145499,2407373713
755,50145499,5400261842
756,50145499,4130975734
757,80973688,1369809976
758,80973688,7715373097
759,80973688,4008668484
760,80973688,7437062477
761,68501054,5482505994
762,68501054,7087802165
763,68501054,1129397895
764,22710696,6444820639
765,22710696,7750797192
766,22710696,5701619957
767,22710696,9147445719
768,46734768,7827141360
769,46734768,1938893754
770,46734768,1010675718
771,96781331,4605978148
772,96781331,7134131558
773,96781331,8017329834
774,96781331,2509316878
775,96781331,7136394100
776,13659641,9438715808
777,13659641,9156434200
778,50038481,6487515046
779,50038481,4288551465
780,50038481,9345537772
781,50038481,9674315661
782,50038481,1166921007
783,50038481,7277583604
784,50038481,3473343674
785,50038481,6925813598
786,52757660,5547885629
787,52757660,6491238166
788,62964482,3585807043
789,62964482,1827934574
790,27644461,2603718087
791,27644461,1543912098
792,27644461,2598747146
793,27644461,4424497503
794,62468360,8143420753
795,62468360,2109633919
796,62468360,7298196610
797,62468360,1403783079
798,15604986,8755668286
799,15604986,4268342082
800,15604986,8745603906
801,15604986,5180107287
802,15604986,4183981241
803,15604986,1887815198
804,62759981,5412465761
805,62759981,2305058948
806,62759981,2602095181
807,62759981,7438457937
808,62759981,5953339731
809,62759981,8788485299
810,58312535,7717520384
811,58312535,5387000420
812,58312535,1447579205
813,58312535,2322085757
814,58312535,9052198175
815,12850389,8920100658
816,12850389,8749396327
817,31916747,8694454247
818,31916747,5429600204
819,31916747,6656658286
820,31916747,9451385975
821,31916747,7268349881
822,31916747,7595369883
823,29402391,6399409097
824,29402391,9508353737
825,29402391,7980914476
826,29402391,6014107284
827,29402391,9633915770
828,54486322,3962874554
829,54486322,1174117571
830,54486322,7315178964
831,54486322,5725188695
832,36432531,8126883064
833,36432531,4320518066
834,36432531,9596997915
835,46894507,6287585058
836,46894507,5744190109
837,10319248,6803971362
838,10319248,1902515563
839,10319248,6227988180
840,10319248,9958993423
841,48622022,6436443810
842,48622022,2405754649
843,48622022,6137667562
844,48622022,3614679683
845,83719281,2511377552
846,83719281,7060618777
847,83719281,6492482324
848,83719281,7405089607
849,38722905,9147354969
850,38722905,3710633922
851,38722905,8087236471
852,16250828,9934711048
853,16250828,7087128585
854,16250828,5953104204
855,16250828,5423032212
856,16250828,8764405012
857,16250828,6426561431
858,16250828,7275947135
859,89697089,3600956377
860,89697089,6423388394
861,89697089,3096236245
862,89697089,9764357055
863,91680494,6604273888
864,91680494,6334474717
865,91680494,4652845581
866,22977881,2507235248
867,22977881,7173795208
868,84825688,9503199744
869,84825688,1437953255
870,84825688,5751791952
871,84825688,4637923155
872,84825688,7203082485
873,84825688,4259208309
874,84825688,5111397015
875,84825688,2628012985
876,98725084,6998106683
877,98725084,5324161813
878,98725084,5858162923
879,98725084,5833243477
880,87440869,3030263877
881,87440869,6140260360
882,87440869,3262420876
883,87440869,2968333709
884,87440869,1698911763
885,87440869,6125532212
886,87440869,3041640313
887,87440869,3643215515
888,32937872,5168325032
889,32937872,4944158220
890,32937872,2554798419
891,32937872,2243511898
892,32937872,9773084053
893,32937872,3733341463
894,32937872,1368318712
895,32937872,3998742746
896,32937872,3720513854
897,93468543,4505608786
898,93468543,2276322661
899,93468543,2065603502
900,93468543,9838192959
901,18986648,2272077531
902,18986648,3840266877
903,18986648,1100509830
904,14775966,3423587209
905,14775966,5276468179
906,15796838,4843896545
907,15796838,5311460067
908,15796838,6252454380
909,15796838,9076568717
910,15796838,9749759088
911,15796838,7340428688
912,15796838,4157034230
913,15796838,6515098879
914,27225371,8556426464
915,27225371,1743555266
916,27225371,4452794991
917,27225371,5139957561
918,27225371,5913521854
919,47246588,3745986240
920,47246588,8526791107
921,47246588,4850205684
922,47246588,3614642964
923,47246588,6444020919
924,45611297,2627260443
925,45611297,2604108257
926,45611297,1666388507
927,45611297,5810369735
928,69292003,3370890632
929,69292003,4829912844
930,69292003,8700460597
931,69292003,2846671480
932,69292003,5373004956
933,69292003,3990331935
934,10926882,2988675249
935,10926882,9167072419
936,10926882,2500324873
937,43192561,8297297727
938,45794865,1590994664
939,45794865,1203059706
940,45794865,8423561554
941,45794865,3760970927
942,53262403,7119043832
943,97699055,2722023616
944,97699055,4563649697
945,97699055,4623007365
946,97699055,8041357511
947,97699055,5854979500
948,48938025,4395709473
949,48938025,5910102811
950,48938025,1209155052
951,12786393,2098418787
952,12786393,6121070524
953,12786393,9830267563
954,62070394,4818879400
955,98682470,7771637600
956,98682470,3714199442
957,98682470,1313113751
958,73884637,5307271177
959,73884637,1307090252
960,73884637,2336702159
961,73884637,9066078611
962,73884637,6533853081
963,73884637,4033977565
964,83616950,8054527289
965,10637783,3671118540
966,10637783,5234744365
967,10637783,1628153198
968,10637783,7978062767
969,10637783,8060148787
970,10637783,3534725683
971,10637783,2694486933
972,10637783,2572449620
973,12092854,8745637952
974,12092854,3564249924
975,12092854,9766961417
976,12092854,2823115642
977,12092854,5960014301
978,96347588,8957848961
979,96347588,7738251495
980,66352278,9953546082
981,66352278,4352715365
982,66352278,3607183170
983,23288907,2069890739
984,23288907,6767345500
985,23288907,7669793316
986,32577198,6886022805
987,32577198,4152970614
988,32577198,6298866847
989,62163902,7259062305
990,62163902,5812790081
991,62163902,5195357544
992,62163902,8342914742
993,62163902,7692818136
994,62163902,7022740409
995,62163902,4346307101
996,11834620,7406384937
997,11834620,3840563676
998,70711673,3965821392
999,70711673,8328514514
1000,70711673,1249334133
1001,70711673,6240105607
1002,25937466,5334630744
1003,25937466,6108954106
1004,25937466,3988964022
1005,25937466,2724065822
1006,43696166,6891648011
1007,43696166,3999361229
1008,60713474,6249307490
1009,60713474,3044493063
1010,60713474,4089900808
1011,60713474,3806930509
1012,60713474,4522043608
1013,60713474,8813607806
1014,60713474,3212347455
1015,46244544,7714611718
1016,46244544,9996699976
1017,46244544,8969230795
1018,46244544,8717672492
1019,46244544,1229136601
1020,46244544,1654271487
1021,72175064,2163798120
1022,72175064,3780890659
1023,72175064,5983319854
1024,72175064,3413285247
1025,62273206,7491739588
1026,62273206,9784766794
1027,62273206,6510267663
1028,62273206,2568295991
1029,62273206,5656337820
1030,77681958,1852191809
1031,77681958,9682851698
1032,77681958,5894753206
1033,77681958,6104700792
1034,77681958,8416824090
1035,91580445,6460497297
1036,91580445,2657342250
1037,91580445,2068972219
1038,85966901,1598029120
1039,85966901,1112291128
1040,85966901,2205064882
1041,85966901,7529242999
1042,17150727,6963085323
1043,17150727,5692345140
1044,17150727,9466976782
1045,44987560,4005970436
1046,44987560,8686880006
1047,44987560,4263006548
1048,22288649,9195501766
1049,22288649,7937829515
1050,22288649,5376456912
1051,22288649,2837987991
1052,22288649,3827207324
1053,74848925,6016064122
1054,74848925,1048572535
1055,77683557,1692394752
1056,81713807,2666186844
1057,81713807,2114721638
1058,13357446,4909084320
1059,13357446,4637273315
1060,13357446,6303116330
1061,13357446,7791711626
1062,13357446,6142001905
1063,43601302,5018800746
1064,43601302,5225504299
1065,43601302,5192448021
1066,43601302,4905335155
1067,15079199,9813501061
1068,15079199,5196601734
1069,15079199,3182569961
1070,15079199,9730633340
1071,15079199,9336856094
1072,92151243,4780173205
1073,92151243,5603714709
1074,92151243,4605357383
1075,92151243,2225554015
1076,35492175,1987125088
1077,35492175,4398506025
1078,35492175,6807378658
1079,39767816,7865144441
1080,39767816,2275301323
1081,39767816,7912218533
1082,39767816,7034119046
1083,78109595,1322080938
1084,78109595,4083118234
1085,76173590,5567951584
1086,76173590,9031553702
1087,76173590,8106636920
1088,76173590,9697015257
1089,76173590,2822086717
1090,53314329,1504285996
1091,53314329,8642488718
1092,53314329,4871772889
1093,53314329,1467793658
1094,53314329,7004281659
1095,53314329,7719038878
1096,85625367,7784157944
1097,85625367,2803123395
1098,85625367,1965207461
1099,85625367,7013405435
1100,50664456,7404085731
1101,50664456,7839353677
1102,59114058,2969107492
1103,59114058,7845904522
1104,59114058,2904366924
1105,59114058,5093392272
1106,59114058,4453335859
1107,59114058,1574159093
1108,59114058,3205116567
1109,59114058,6210635931
1110,59114058,6404873535
1111,10095831,7885160418
1112,10095831,2258882611
1113,10095831,5711287795
1114,10095831,5138514131
1115,10095831,2476295004
1116,37230431,7851441978
1117,37230431,4502459595
1118,37230431,1659638828
1119,37230431,3744721469
1120,17823714,3243068941
1121,17823714,8368320753
1122,17823714,9382489205
1123,17823714,5643393589
1124,17823714,1477725109
1125,88150243,4747480390
1126,88150243,2669379047
1127,88150243,9844389910
1128,88150243,6891440440
1129,88150243,7591952988
1130,66787774,5079925903
1131,66787774,7265338992
1132,66787774,8822534576
1133,66787774,5168940568
1134,66787774,8656964985
1135,66787774,7039040315
1136,19062866,8215862636
1137,19062866,8176854064
1138,19062866,5304256629
1139,19062866,7257661526
1140,19062866,2525061687
1141,19062866,5139006362
1142,19062866,1869131741
1143,98571218,8858634891
1144,98571218,9114121126
1145,98571218,2291686311
1146,35413000,7211148762
1147,35413000,4798647906
1148,35413000,4135961550
1149,35413000,1721494914
1150,96093697,5188066622
1151,96093697,2534739439
1152,67704157,8876561490
1153,67704157,6943128253
1154,81307490,4445192675
1155,81307490,7896618692
1156,81307490,2706812215
1157,63182919,3469247138
1158,63182919,2093903122
1159,63182919,3981641053
1160,63182919,2128685453
1161,79899204,2869390558
1162,79899204,2150093462
1163,79899204,1741359621
1164,79899204,5394701590
1165,19229070,4951828656
1166,19229070,6512762562
1167,19229070,2416586606
1168,83649309,9025496352
1169,83649309,1430971106
1170,83649309,6531624198
1171,83649309,2574452456
1172,83649309,4369131990
1173,83649309,3635425846
1174,60724547,7391596561
1175,60724547,4918032578
1176,46024109,5317622295
1177,46024109,9984379723
1178,46024109,4953810828
1179,46024109,3064957397
1180,46024109,9706595319
1181,27042987,6086968068
1182,27042987,8160419435
1183,27042987,1402147831
1184,27042987,4275993111
1185,27042987,7621584637
1186,24814380,2122983897
1187,24814380,4492025298
1188,24814380,4448008387
1189,39071517,3190562210
1190,39071517,6543252003
1191,39071517,9859019106
1192,39071517,1303526372
1193,39071517,2282978414
1194,39071517,4467697366
1195,61384027,5061711976
1196,61384027,8867339195
1197,61384027,1638942107
1198,61384027,2593214326
1199,26924818,9031684374
1200,26924818,4213403295
1201,67509394,9933396351
1202,81605946,6101728759
1203,81605946,5806373324
1204,81605946,4790834006
1205,81605946,6417417887
1206,64704182,2941389220
1207,64704182,5285259237
1208,64704182,2846287175
1209,64704182,5264520423
1210,64704182,5728224971
1211,64704182,9547712687
1212,64704182,2700078545
1213,64704182,7093825403
1214,64704182,3179422749
1215,97767590,2127479081
1216,97767590,6317409074
1217,97767590,5911282993
1218,48855089,1761934891
1219,48855089,5946642123
1220,48855089,2201880540
1221,48855089,3021689230
1222,33496290,4081568440
1223,33496290,2777538745
1224,33496290,7399888154
1225,33496290,2670275663
1226,32310674,4441317304
1227,32310674,2266961082
1228,32310674,8480284324
1229,32310674,2908448917
1230,14650177,4134229441
1231,14650177,6942311944
1232,14650177,8177951854
1233,14650177,3540843790
1234,14650177,8337545781
1235,14650177,6424016473
1236,62300052,2250576774
1237,62300052,7570523316
1238,62300052,9275551671
1239,62300052,6909795575
1240,62300052,1078439325
1241,15021674,4161716425
1242,15021674,8976338906
1243,15021674,2295242739
1244,15021674,6307772381
1245,51414806,5848478724
1246,51414806,4619035994
